Iteration, Max iteration, Mean abs differential rot err, Min differential rotation err, Mean abs differential trans err, Min differential translation err
666, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
667, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
668, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
669, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
670, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
671, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
672, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
673, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
674, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
675, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
676, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
677, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
678, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
679, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
680, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
681, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
682, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
683, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
684, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
685, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
686, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
687, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
688, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
689, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
690, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
691, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
692, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
693, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
694, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
695, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
696, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
697, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
698, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
699, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
700, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
701, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
702, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
703, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
704, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
705, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
706, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
707, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
708, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
709, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
710, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
711, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
712, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
713, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
714, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
715, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
716, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
717, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
718, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
719, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
720, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
721, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
722, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
723, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
724, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
725, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
726, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
727, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
728, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
729, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
730, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
731, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
732, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
733, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
734, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
735, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
736, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
737, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
738, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
739, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
740, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
741, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
742, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
743, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
744, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
745, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
746, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
747, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
748, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
749, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
750, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
751, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
752, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
753, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
754, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
755, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
756, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
757, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
758, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
759, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
760, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
761, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
762, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
763, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
764, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
765, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
766, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
767, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
768, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
769, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
770, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
771, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
772, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
773, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
774, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
775, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
776, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
777, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
778, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
779, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
780, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
781, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
782, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
783, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
784, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
785, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
786, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
787, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
788, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
789, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
790, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
791, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
792, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
793, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
794, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
795, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
796, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
797, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
798, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
799, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
800, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
801, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
802, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
803, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
804, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
805, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
806, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
807, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
808, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
809, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
810, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
811, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
812, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
813, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
814, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
815, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
816, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
817, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
818, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
819, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
820, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
821, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
822, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
823, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
824, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
825, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
826, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
827, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
828, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
829, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
830, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
831, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
832, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
833, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
834, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
835, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
836, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
837, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
838, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
839, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
840, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
841, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
842, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
843, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
844, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
845, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
846, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
847, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
848, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
849, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
850, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
851, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
852, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
853, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
854, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
855, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
856, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
857, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
858, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
859, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
860, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
861, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
862, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
863, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
864, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
865, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
866, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
867, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
868, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
869, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
870, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
871, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
872, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
873, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
874, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
875, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
876, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
877, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
878, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
879, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
880, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
881, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
882, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
883, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
884, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
885, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
886, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
887, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
888, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
889, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
890, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
891, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
892, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
893, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
894, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
895, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
896, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
897, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
898, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
899, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
900, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
901, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
902, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
903, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
904, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
905, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
906, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
907, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
908, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
909, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
910, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
911, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
912, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
913, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
914, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
915, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
916, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
917, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
918, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
919, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
920, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
921, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
922, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
923, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
924, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
925, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
926, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
927, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
928, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
929, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
930, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
931, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
932, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
933, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
934, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
935, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
936, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
937, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
938, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
939, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
940, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
941, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
942, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
943, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
944, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
945, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
946, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
947, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
948, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
949, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
950, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
951, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
952, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
953, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
954, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
955, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
956, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
957, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
958, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
959, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
960, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
961, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
962, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
963, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
964, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
965, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
966, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
967, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
968, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
969, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
970, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
971, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
972, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
973, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
974, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
975, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
976, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
977, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
978, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
979, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
980, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
981, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
982, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
983, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
984, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
985, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
986, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
987, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
988, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
989, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
990, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
991, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
992, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
993, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
994, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
995, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
996, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
997, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
998, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
999, 1000, 1.61174e-06, 1.74533e-10, 0.0697965, 0.001
